binname	contiglength	mean_read_length	coverage	damage	GC
Lib4_2_bin.37	7737	90.5	107.6	0.054	0.345
Lib4_2_bin.37	4688	91.7	108.1	0.034	0.334
Lib4_2_bin.37	3636	91.3	139.6	0.063	0.346
Lib4_2_bin.37	3448	91.3	65.3	0.071	0.325
Lib4_2_bin.37	16943	91	99.1	0.08	0.347
Lib4_2_bin.37	4082	91.1	69.6	0.053	0.334
Lib4_2_bin.37	5293	90.4	103.7	0.031	0.335
Lib4_2_bin.37	3749	90.3	112.2	0.037	0.350
Lib4_2_bin.37	3135	90.9	117.3	0.037	0.359
Lib4_2_bin.37	4883	92	87.3	0.024	0.336
Lib4_2_bin.37	5836	91.7	106.8	0.062	0.341
Lib4_2_bin.37	3623	91.7	123.6	0.073	0.322
Lib4_2_bin.37	8741	91	92.5	0.059	0.343
Lib4_2_bin.37	2828	89.4	96.3	0.032	0.336
Lib4_2_bin.37	4517	90.5	124.2	0.066	0.335
Lib4_2_bin.37	5379	91.5	101.1	0.042	0.336
Lib4_2_bin.37	8119	90.9	91.9	0.052	0.353
Lib4_2_bin.37	4745	91.5	125.4	0.059	0.334
Lib4_2_bin.37	8906	90.3	96.2	0.03	0.337
Lib4_2_bin.37	5522	89.1	86.4	0.093	0.319
Lib4_2_bin.37	2554	91.4	66.2	0.018	0.348
Lib4_2_bin.37	3110	91.6	119.5	0.03	0.342
Lib4_2_bin.37	2667	91.3	123	0.019	0.324
Lib4_2_bin.37	4483	91.1	123.7	0.029	0.331
Lib4_2_bin.37	2841	90.6	106	0.062	0.343
Lib4_2_bin.37	2876	89.5	121.8	0.041	0.358
Lib4_2_bin.37	2696	90.8	87.6	0.023	0.333
Lib4_2_bin.37	3077	91.7	81.8	0.015	0.330
Lib4_2_bin.37	6095	91.7	93.7	0.05	0.353
Lib4_2_bin.37	6255	90.3	115	0.052	0.358
Lib4_2_bin.37	5904	92	110.1	0.042	0.341
Lib4_2_bin.37	4291	91.7	86.9	0.055	0.329
Lib4_2_bin.37	10683	91.3	157.4	0.051	0.366
Lib4_2_bin.37	6309	92.1	94.2	0.053	0.340
Lib4_2_bin.37	3418	90.9	76.2	0.05	0.336
Lib4_2_bin.37	7261	91.4	99.7	0.052	0.323
Lib4_2_bin.37	5015	91.1	140	0.048	0.348
Lib4_2_bin.37	3884	92.1	135.3	0.042	0.341
Lib4_2_bin.37	18170	91	103.4	0.055	0.344
Lib4_2_bin.37	9627	90.4	111.9	0.04	0.347
Lib4_2_bin.37	4433	91.5	126	0.028	0.335
Lib4_2_bin.37	4649	91.4	107.5	0.045	0.333
Lib4_2_bin.37	3438	90.7	101.7	0.066	0.334
Lib4_2_bin.37	2516	94.1	85.9	0.027	0.314
Lib4_2_bin.37	4850	90.9	121.5	0.024	0.374
Lib4_2_bin.37	11718	90.1	108	0.066	0.355
Lib4_2_bin.37	4208	92.4	83.6	0.057	0.309
Lib4_2_bin.37	3325	88.8	67.4	0.098	0.313
Lib4_2_bin.37	11531	91.5	96.6	0.047	0.342
Lib4_2_bin.37	7014	92.1	102.6	0.05	0.360
Lib4_2_bin.37	4289	89.7	124.6	0.054	0.354
Lib4_2_bin.37	2597	91.2	111.1	0.028	0.335
Lib4_2_bin.37	8237	92.1	72	0.076	0.315
Lib4_2_bin.37	3215	90.6	86.1	0.054	0.324
Lib4_2_bin.37	4024	91.3	102.5	0.034	0.333
Lib4_2_bin.37	4104	91.6	136.5	0.032	0.340
s02_bin.23	145778	174.4	40	0.035	0.458
s02_bin.23	3262	174.4	39.1	0	0.433
s02_bin.23	42407	174.8	46.7	0.059	0.439
s02_bin.23	57722	173.4	42.1	0.086	0.462
s02_bin.23	16525	129.6	230.9	0.013	0.452
s02_bin.23	14548	173.8	42.6	0.022	0.476
s02_bin.23	14060	173.3	45.5	0.014	0.45
s02_bin.23	14129	170.5	43.1	0.047	0.451
s02_bin.23	29959	173.5	36.6	0.028	0.449
s02_bin.23	57721	173.1	46	0.023	0.460
s02_bin.23	38983	172	39.7	0.022	0.453
s02_bin.23	5375	172.8	36.1	0.143	0.490
s02_bin.23	3163	168.8	79.2	0.017	0.450
s02_bin.23	24757	170.1	45.3	0.053	0.474
s02_bin.23	6689	176.2	41.2	0.034	0.453
s02_bin.23	32444	169.3	38.9	0.039	0.472
s02_bin.23	69042	174.8	34.5	0.037	0.433
s02_bin.23	21288	175.2	43.3	0.059	0.428
s02_bin.23	24386	173.4	48	0.042	0.446
s02_bin.23	4650	173.2	115.4	0.024	0.431
s02_bin.23	28434	175.3	41.1	0.022	0.454
s02_bin.23	42101	175.5	55	0.021	0.435
s02_bin.23	31943	168.8	40.8	0.051	0.463
s02_bin.23	16513	164.5	49	0.056	0.452
s02_bin.23	35878	173.1	40.4	0.03	0.466
s02_bin.23	23612	171.8	34.7	0.058	0.469
s02_bin.23	43426	172.6	37.7	0.044	0.441
s02_bin.23	41539	172.5	39.1	0.032	0.439
s02_bin.23	21674	177	40.5	0.026	0.456
s02_bin.23	42329	173.1	39.1	0.056	0.462
s02_bin.23	17991	168.3	35.9	0.121	0.495
s02_bin.23	12865	165.3	41.7	0.032	0.499
s02_bin.23	35722	173.9	39.8	0.039	0.467
s02_bin.23	45787	175.2	36.4	0.059	0.439
s02_bin.23	11347	176.5	35.2	0.026	0.443
s02_bin.23	87105	175.1	35.1	0.039	0.439
s02_bin.23	25128	163.1	41.6	0.067	0.474
s02_bin.23	5300	166.6	34.6	0.103	0.457
s02_bin.23	37495	174.4	39.8	0.028	0.456
s02_bin.23	6876	169.4	36.4	0.064	0.480
s02_bin.23	55986	173.3	44.7	0.045	0.444
s02_bin.23	31531	171.4	42.1	0.077	0.469
s02_bin.23	130358	175.4	38.3	0.077	0.447
s02_bin.23	33744	170.4	39.8	0.062	0.478
s02_bin.23	32271	167.3	41	0.04	0.482
s02_bin.23	15676	168.4	36.4	0.022	0.455
s02_bin.23	6199	171.6	47.5	0.022	0.451
s02_bin.23	7672	168.1	69.9	0.024	0.427
s02_bin.23	20383	169.1	41.2	0.056	0.462
s02_bin.23	4615	168	48.2	0	0.460
s02_bin.23	15189	176.6	39.2	0.06	0.465
s02_bin.23	53641	174.2	38.7	0.048	0.472
s02_bin.23	19205	172	38.6	0.093	0.492
s02_bin.230	3603	177.2	70.6	0.019	0.325
s02_bin.230	23474	178.8	71.6	0.017	0.343
s02_bin.230	19006	181.6	66.7	0.034	0.290
s02_bin.230	7625	178	66.6	0.015	0.348
s02_bin.230	3768	176.4	63.6	0.011	0.288
s02_bin.230	2806	182	57.5	0.024	0.331
s02_bin.230	9504	184	76.8	0.013	0.321
s02_bin.230	3710	114.2	164.8	0.018	0.334
s02_bin.230	6044	179	75.2	0.015	0.335
s02_bin.230	17755	180.1	76.8	0.039	0.334
s02_bin.230	3187	173.6	69.2	0.049	0.288
s02_bin.230	12316	183.2	85.2	0.026	0.330
s02_bin.230	16335	181.4	70.4	0.023	0.336
s02_bin.230	5638	172.9	62.7	0.011	0.364
s02_bin.230	11011	180.3	74.8	0.018	0.332
s02_bin.230	16153	176.4	71.5	0.028	0.333
s02_bin.230	9538	181.4	71.2	0.022	0.319
s02_bin.230	5012	180.7	79.4	0.011	0.313
s02_bin.230	7112	172.3	80.6	0.035	0.283
s02_bin.230	4172	182.1	73.3	0.032	0.327
s02_bin.230	22441	168.8	139.4	0.014	0.367
s02_bin.230	21961	180.5	75.6	0.02	0.336
s02_bin.230	2566	165.8	77.2	0.009	0.336
s02_bin.230	6485	176.7	72.8	0.021	0.346
s02_bin.230	3236	176	75.3	0	0.279
s02_bin.230	18481	178	67.8	0.014	0.337
s02_bin.230	3216	178.5	69.1	0.05	0.338
s02_bin.230	9254	181.5	77	0.015	0.345
s02_bin.230	14927	183.6	74.5	0.021	0.339
s02_bin.230	4566	179.8	71	0.021	0.315
s02_bin.230	22736	178.5	72.5	0.022	0.336
s02_bin.230	14448	178.4	72.7	0.017	0.329
s02_bin.230	8265	181.1	72.3	0.019	0.323
s02_bin.230	4953	182.1	78.8	0.007	0.360
s02_bin.230	12864	178.1	67.5	0.038	0.335
s02_bin.230	8916	179.8	72.1	0.037	0.319
s02_bin.230	16127	182.4	62.2	0.014	0.291
s02_bin.230	2826	182.9	72.9	0.048	0.353
s02_bin.230	15942	175.1	79.8	0.021	0.298
s02_bin.230	7832	177.4	76.3	0.038	0.319
s02_bin.230	4933	170.4	72.7	0.013	0.346
s02_bin.230	10649	181.2	68	0.048	0.335
s02_bin.230	4436	182.2	70.5	0.039	0.332
s02_bin.230	5931	179.7	76.4	0.034	0.350
s02_bin.230	13181	180.7	78.2	0.022	0.334
s02_bin.230	3660	171.2	77.4	0.041	0.359
s02_bin.230	7054	174.5	80.8	0.011	0.362
s02_bin.230	5405	175.8	82.1	0.024	0.347
s02_bin.230	12807	180.4	79.3	0.017	0.327
s02_bin.230	3186	177	71	0.013	0.331
s02_bin.230	10492	179.9	79.5	0.025	0.327
s02_bin.230	2891	171.3	72.5	0.025	0.311
s02_bin.230	6673	174.1	67.6	0.017	0.306
s02_bin.230	6078	181.4	73.9	0.032	0.360
s02_bin.230	4121	181.3	74.3	0.029	0.344
s02_bin.230	6417	177.8	67.8	0.029	0.350
s02_bin.230	6276	182.2	68.7	0.062	0.334
s02_bin.230	25294	180.5	66.7	0.008	0.333
s02_bin.230	6657	183.7	77.2	0.015	0.318
s02_bin.230	21920	179	72.5	0.03	0.335
s02_bin.230	10982	176.3	73.3	0.02	0.338
s02_bin.230	4397	170.1	83.3	0.007	0.373
s02_bin.230	6328	179	64.7	0.005	0.336
s02_bin.230	5112	181.3	68.7	0.021	0.325
s02_bin.230	5818	176	72.4	0.019	0.308
s02_bin.230	12489	177.4	71.6	0.027	0.335
s02_bin.230	6899	177.6	76.3	0.017	0.343
s02_bin.230	9542	179.3	72.8	0.049	0.332
s02_bin.230	3536	169.3	80.4	0.029	0.327
s02_bin.230	8343	180.9	74.1	0.015	0.347
s02_bin.230	7054	182.1	69.5	0.021	0.334
s02_bin.230	3143	176.5	69	0.03	0.298
s02_bin.230	4751	186.6	75.3	0.05	0.316
s02_bin.230	4923	176.8	69.7	0.036	0.333
s02_bin.230	11475	181.2	84.1	0.026	0.327
s02_bin.230	19973	176.8	72.3	0.029	0.329
s02_bin.230	3865	177.7	68.2	0.021	0.334
s02_bin.230	5630	170.6	92.1	0.004	0.332
s02_bin.230	11218	179.3	84.3	0.023	0.326
s02_bin.230	20614	178.2	73.7	0.018	0.361
s02_bin.230	6797	181.9	68.3	0.027	0.332
s02_bin.230	2612	145.1	79.8	0.034	0.351
s02_bin.230	6232	178.1	71.8	0.021	0.332
s02_bin.230	11947	180.2	68.5	0.014	0.330
s02_bin.230	3731	184.5	70.2	0.007	0.335
s02_bin.230	4019	177.2	67.2	0.022	0.322
s02_bin.230	2662	182.7	72.7	0.01	0.341
s02_bin.230	9143	179	70.5	0.019	0.336
s02_bin.230	3496	181.4	70	0.057	0.315
s02_bin.230	2976	182.1	67.5	0.023	0.337
s02_bin.230	3268	180.4	71	0.035	0.322
s02_bin.230	5034	173	70.4	0.022	0.348
s02_bin.230	14492	176.2	73.7	0.035	0.327
s02_bin.230	5336	175.5	79.5	0	0.348
s02_bin.230	11893	180.4	77.2	0.012	0.318
s02_bin.230	17295	180	77.8	0.02	0.325
s02_bin.230	8077	173.8	73.3	0.017	0.342
s02_bin.230	4439	176.5	82.8	0.005	0.324
s02_bin.230	3212	180.7	68	0.007	0.315
s02_bin.230	4710	176.8	66.4	0.017	0.342
s02_bin.230	8501	176.4	63.7	0.031	0.334
s02_bin.230	11104	177.4	63.3	0.02	0.335
s02_bin.230	8155	178.1	73.4	0.021	0.346
s02_bin.437	48536	168.2	72.9	0.039	0.408
s02_bin.437	48403	171.4	70.3	0.076	0.410
s02_bin.437	86101	167.2	81.3	0.026	0.428
s02_bin.437	34017	166	82.1	0.033	0.425
s02_bin.437	27619	165.8	81.1	0.053	0.419
s02_bin.437	10293	162	90.1	0.054	0.409
s02_bin.437	77087	168.7	70	0.054	0.419
s02_bin.437	157312	168.3	79.8	0.031	0.413
s02_bin.437	6502	169.7	84.8	0.01	0.398
s02_bin.437	184049	167.7	63.2	0.033	0.406
s02_bin.437	26062	170.9	69.2	0.037	0.407
s02_bin.437	125834	168.5	64.3	0.038	0.412
s02_bin.437	80794	168.7	65.9	0.034	0.410
s02_bin.437	83791	170.3	68.9	0.047	0.409
s02_bin.437	31624	166.6	75	0.04	0.424
s02_bin.437	12605	167.2	84.5	0.032	0.438
s02_bin.437	8065	168.2	64.2	0.03	0.404
s02_bin.437	79447	169.3	63.6	0.039	0.424
s02_bin.437	36869	167.9	83	0.037	0.426
s02_bin.437	11402	167.5	62.4	0.032	0.405
s02_bin.437	222924	165.6	73.7	0.039	0.409
s02_bin.437	2799	174.4	71.7	0.086	0.409
s02_bin.334	3417	156.9	16.3	0	0.321
s02_bin.334	2538	163.9	19.8	0	0.317
s02_bin.334	3917	176	16.4	0	0.309
s02_bin.334	24254	169	20.4	0.029	0.320
s02_bin.334	3568	187.8	17.5	0.024	0.311
s02_bin.334	5469	171.8	17.7	0	0.323
s02_bin.334	10055	172.1	21.2	0.016	0.306
s02_bin.334	4214	165.7	18.8	0	0.323
s02_bin.334	3771	161.7	69.5	0.028	0.338
s02_bin.334	7903	168.6	20.2	0.029	0.292
s02_bin.334	6332	155.7	18.1	0.083	0.344
s02_bin.334	3693	167.4	19.7	0	0.311
s02_bin.334	3200	189	16.3	0	0.317
s02_bin.334	5260	178.1	17.7	0	0.322
s02_bin.334	3433	156.5	53.5	0.027	0.312
s02_bin.334	4645	171.6	18.7	0.125	0.324
s02_bin.334	2737	171.8	17.8	0	0.306
s02_bin.334	8338	168.3	16.7	0	0.338
s02_bin.334	11834	161.3	17	0	0.330
s02_bin.334	27879	171.6	19.8	0.051	0.324
s02_bin.334	8655	164.6	18.7	0.026	0.326
s02_bin.334	2642	153.2	16.6	0	0.280
s02_bin.334	6711	172.1	21.7	0.024	0.313
s02_bin.334	2604	163.6	27.1	0.068	0.297
s02_bin.334	6472	171.9	20	0.024	0.311
s02_bin.334	8855	170.6	20.8	0.036	0.304
s02_bin.334	8560	169	18.2	0.028	0.307
s02_bin.334	2978	166.8	17.5	0.077	0.317
s02_bin.334	6198	163.7	17.1	0.077	0.325
s02_bin.334	4402	175.3	16.1	0.071	0.343
s02_bin.334	12822	166.5	17.9	0.16	0.310
s02_bin.334	7278	159.6	19.7	0.111	0.340
s02_bin.334	2576	160.4	29.9	0	0.286
s02_bin.334	3686	163.1	16.1	0	0.338
s02_bin.334	23021	166.2	17.6	0.032	0.313
s02_bin.334	2583	150.7	24	0	0.269
s02_bin.334	6422	169.5	18.2	0.087	0.317
s02_bin.334	14242	174.6	17.5	0.028	0.320
s02_bin.334	2935	162.9	19.1	0	0.306
s02_bin.334	31729	164.1	21	0.07	0.316
s02_bin.334	2919	172.8	16.9	0	0.310
s02_bin.334	7282	162.2	19.7	0.033	0.301
s02_bin.334	6027	162.1	18.4	0	0.305
s02_bin.334	5114	165.1	16.5	0	0.332
s02_bin.334	8856	163.4	17.6	0	0.329
s02_bin.334	3957	155.2	16.2	0.083	0.309
s02_bin.334	5449	174	22.3	0.041	0.354
s02_bin.334	5451	160.5	19.6	0.082	0.328
s02_bin.334	4885	174.5	20.8	0	0.309
s02_bin.334	3399	182.4	13.8	0	0.335
s02_bin.334	3582	167.3	20	0.056	0.314
s02_bin.334	10347	166.6	16.7	0.139	0.310
s02_bin.334	5114	165.6	17.5	0	0.342
s02_bin.334	5080	169.8	18.8	0	0.329
s02_bin.334	2577	176.1	19	0.167	0.298
s02_bin.334	7230	172.8	18.4	0.034	0.306
s02_bin.334	3046	166.1	15.9	0	0.297
s02_bin.334	2895	163.4	12.8	0	0.339
s02_bin.334	5393	172.9	19.8	0	0.315
s02_bin.334	8770	163.6	17.8	0.021	0.322
s02_bin.334	12298	168.6	19.6	0	0.323
s02_bin.334	11647	163.7	18.5	0.031	0.316
s02_bin.334	6660	171.1	15.7	0.043	0.319
s02_bin.334	6925	163.6	19.9	0	0.303
s02_bin.334	2656	163.5	31.9	0.028	0.322
s02_bin.334	4020	158.2	24.2	0.013	0.277
s02_bin.334	8778	150.7	19	0.031	0.279
s02_bin.334	7148	165.2	16	0	0.311
s02_bin.334	3564	159.9	13.5	0	0.324
s02_bin.334	6662	163.9	19.4	0.014	0.349
s02_bin.334	11125	168.5	17.4	0	0.307
s02_bin.334	12841	176.3	18.7	0.036	0.296
s02_bin.334	9985	163.9	19.1	0	0.318
s02_bin.334	8915	165.6	16.3	0.158	0.335
s02_bin.334	18598	170.9	18.9	0.037	0.332
s02_bin.334	19531	168.9	17.2	0.029	0.316
s02_bin.334	4381	163.7	19.5	0	0.326
s02_bin.334	8647	170.6	18.6	0	0.297
s02_bin.334	6579	162.6	20.1	0.019	0.296
s02_bin.334	8655	175	19.8	0	0.308
s02_bin.334	32830	161.3	20.3	0.023	0.320
s02_bin.334	2775	181.5	22.6	0	0.289
s02_bin.334	4483	167.7	17.5	0.2	0.325
s02_bin.334	10114	174.4	17.2	0.065	0.323
s02_bin.334	9175	165.9	19.3	0	0.317
s02_bin.334	7149	174.2	18.6	0.01	0.337
s02_bin.334	17798	173.4	18.1	0.06	0.300
s02_bin.334	3249	181.7	19.7	0.1	0.283
s02_bin.334	3069	135.6	136.7	0.037	0.314
s02_bin.334	5794	159.9	18.1	0.053	0.317
s02_bin.334	3651	167.6	22.6	0	0.326
s02_bin.334	4065	168	17.6	0.059	0.295
s02_bin.334	9723	168.1	19.8	0.009	0.305
s02_bin.334	6039	170.6	17.9	0	0.297
s02_bin.334	20421	161.3	16.4	0.035	0.333
s02_bin.334	7151	165.9	19.4	0.074	0.321
s02_bin.334	4317	169	14.2	0.158	0.328
s02_bin.334	7850	164.2	17.2	0	0.308
s02_bin.334	5856	131	281.1	0.01	0.341
s02_bin.334	11761	170	17.2	0.111	0.311
s02_bin.334	6019	165.1	23.9	0.049	0.308
s02_bin.334	7632	167.4	21.1	0.066	0.322
s02_bin.334	6868	164	16	0.125	0.303
s02_bin.334	3520	158.1	18.5	0	0.3
s02_bin.334	3577	176.7	16.8	0.182	0.322
s02_bin.334	3277	174.5	19.5	0	0.324
s02_bin.334	5266	161.4	17.7	0.167	0.319
s02_bin.334	7498	178.1	18.2	0	0.318
s02_bin.334	5219	180.3	22.2	0.028	0.342
s02_bin.334	2679	155.1	13.5	0	0.328
s02_bin.334	10550	173.5	19	0	0.289
s02_bin.334	3631	174.6	28.9	0.022	0.323
s02_bin.334	7160	171.2	18.2	0.097	0.332
s02_bin.5	5884	180.4	17.1	0.364	0.311
s02_bin.5	8453	174.9	19.5	0.016	0.310
s02_bin.5	17786	180.1	18.4	0	0.315
s02_bin.5	2583	164.4	17.3	0.042	0.315
s02_bin.5	6619	180.8	19.9	0	0.309
s02_bin.5	3020	171.6	26.7	0.008	0.321
s02_bin.5	2897	175	17.4	0	0.317
s02_bin.5	10863	182.9	18.7	0.026	0.347
s02_bin.5	6131	183.2	19.7	0	0.316
s02_bin.5	14912	181.2	20.4	0.02	0.326
s02_bin.5	3721	196.9	24.6	0.062	0.290
s02_bin.5	2970	82.6	48.8	0.112	0.304
s02_bin.5	7774	175.6	20.2	0.125	0.312
s02_bin.5	4811	152	21.6	0.061	0.327
s02_bin.5	2694	183.8	13.7	0	0.316
s02_bin.5	4212	179.3	19.6	0.211	0.316
s02_bin.5	12550	189.8	22	0.121	0.312
s02_bin.5	8643	180.4	20.6	0.062	0.317
s02_bin.5	3071	169.8	22.5	0	0.298
s02_bin.5	9367	179.2	16.4	0	0.324
s02_bin.5	5945	182.6	20.8	0.286	0.292
s02_bin.5	5225	179.7	15	0	0.334
s02_bin.5	2654	182.3	21.1	0.222	0.330
s02_bin.5	3261	182.4	22.8	0.056	0.307
s02_bin.5	13608	178.1	20.3	0.111	0.324
s02_bin.5	6265	177.7	19.9	0	0.321
s02_bin.5	22191	176.5	17.5	0.041	0.327
s02_bin.5	20251	174.9	29.2	0.019	0.317
s02_bin.5	8809	178.8	19.9	0	0.309
s02_bin.5	14318	179.3	20.2	0.047	0.319
s02_bin.5	3495	188.1	16.6	0	0.317
s02_bin.5	4804	169.5	41.2	0.008	0.308
s02_bin.5	20893	181	21.2	0.055	0.307
s02_bin.5	2586	171.7	17.9	0	0.325
s02_bin.5	5265	174.5	25.2	0	0.301
s02_bin.5	8496	169.3	19.2	0.065	0.335
s02_bin.5	6237	176.9	21.8	0	0.284
s02_bin.5	6570	173.9	19.8	0	0.304
s02_bin.5	4639	197.5	15.7	0	0.323
s02_bin.5	2682	143.9	23.8	0.125	0.318
s02_bin.5	2733	181.7	19.9	0	0.277
s02_bin.5	12404	186.4	17.9	0.02	0.320
s02_bin.5	3145	189.6	18.2	0.04	0.300
s02_bin.5	5133	178	18	0.2	0.317
s02_bin.5	3299	178.3	13.8	0	0.354
s02_bin.5	3765	162.1	16.8	0.08	0.344
s02_bin.5	8521	183.4	19.6	0.062	0.321
s02_bin.5	14068	183.2	16.2	0.059	0.325
s02_bin.5	2955	180.9	19.2	0	0.323
s02_bin.5	13650	183.3	20.9	0.015	0.326
s02_bin.5	9705	168.7	21.9	0.023	0.326
s02_bin.5	8702	178.3	20.2	0.087	0.313
s02_bin.5	4893	181.5	21	0	0.296
s02_bin.5	14586	173.6	22	0.083	0.310
s02_bin.5	3453	180.4	20.4	0	0.333
s02_bin.5	3831	167.9	26	0.047	0.309
s02_bin.5	16163	184.1	17.9	0.049	0.321
s02_bin.5	4019	182.1	20.8	0	0.338
s02_bin.5	2825	195.7	21	0.1	0.311
s02_bin.5	2823	181.7	20.2	0	0.306
s02_bin.5	27248	179.6	27.6	0.013	0.305
s02_bin.5	12197	182.5	20.7	0.154	0.324
s02_bin.5	7823	175.7	18.7	0	0.322
s02_bin.5	17095	181.2	24.4	0.053	0.312
s02_bin.5	2552	153	22.1	0	0.330
s02_bin.5	2748	154.9	26.6	0.038	0.295
s02_bin.5	15491	182.2	22.7	0	0.314
s02_bin.5	3366	172.8	24.1	0.4	0.332
s02_bin.5	19126	180.9	23.5	0.136	0.317
s02_bin.5	21726	177.8	18.1	0.072	0.318
s02_bin.5	2831	174.8	29.8	0.032	0.316
s02_bin.5	10604	188	17.9	0.091	0.306
s02_bin.5	8759	184.9	19.8	0	0.293
s02_bin.5	13462	176.3	21.5	0	0.330
s02_bin.5	2870	175.4	19	0.5	0.341
s02_bin.5	11998	176.1	20	0.021	0.321
s02_bin.5	8050	179.6	14.9	0	0.335
s02_bin.5	5953	180.5	19.5	0	0.354
s02_bin.5	4991	185.2	21	0	0.281
s02_bin.5	3768	182.3	21.8	0	0.315
s02_bin.5	9503	178.9	21.8	0	0.322
s02_bin.5	4967	168.3	23.7	0.023	0.301
s02_bin.5	9186	180.7	17.9	0.027	0.325
s02_bin.5	9157	172	24.5	0.011	0.319
s02_bin.5	6410	186.9	15.8	0.043	0.356
s02_bin.5	5580	187.8	18.4	0	0.332
s02_bin.5	2899	124.4	19.9	0	0.311
s02_bin.5	18914	177.1	18.6	0.053	0.329
s02_bin.5	4860	179.5	21.9	0	0.290
s02_bin.5	7168	176.2	17.5	0	0.315
s02_bin.5	7196	173.7	22.9	0	0.311
s02_bin.5	3804	174.6	15.6	0	0.340
s02_bin.5	21540	182.8	19.6	0.07	0.314
s02_bin.5	3327	167.7	18.4	0	0.315
s02_bin.5	24126	182.7	20.6	0.057	0.311
s02_bin.5	7009	184.7	21.2	0.1	0.304
s02_bin.5	5453	181.4	22.6	0	0.350
s02_bin.5	5571	179.6	16	0.042	0.307
s02_bin.5	4989	181.9	18.3	0	0.339
s02_bin.5	11449	178.9	16.4	0.059	0.332
s02_bin.5	4130	169.6	22.8	0	0.318
s02_bin.5	4801	166.2	15	0.143	0.316
s02_bin.5	3782	193.3	19.6	0.231	0.337
s02_bin.5	4942	191.1	19.1	0	0.334
s02_bin.5	9046	176.8	26.4	0.125	0.316
s02_bin.5	5884	169.1	16	0	0.324
s02_bin.5	7837	172.8	17.9	0.03	0.323
s02_bin.5	6531	173.4	16.5	0	0.315
s02_bin.5	12095	182.7	19.3	0.066	0.316
s02_bin.5	3802	166.6	12.8	0.062	0.336
s02_bin.5	13094	182.1	20.7	0.045	0.317
s02_bin.5	5216	175.7	16.6	0.048	0.332
s02_bin.5	2703	180.2	20	0.364	0.334
s02_bin.5	13963	172.9	20	0.041	0.346
s02_bin.5	6394	175.6	16.4	0	0.335
s02_bin.5	2556	167.3	29.5	0.027	0.296
s02_bin.5	2762	183	20.4	0	0.305
s02_bin.5	2907	169.5	18.9	0	0.296
s02_bin.5	17029	176.3	22.5	0.115	0.313
s02_bin.5	3505	176.8	19	0	0.310
s02_bin.5	4807	140.6	20.3	0.032	0.303
s02_bin.5	4720	184.9	22.1	0	0.321
s02_bin.5	14923	180.9	21.4	0.036	0.310
s02_bin.5	3448	181.3	18.5	0	0.306
s02_bin.5	2719	128.2	22.1	0.2	0.347
Lib4_8_bin.71	3606	113.8	290.3	0.141	0.658
Lib4_8_bin.71	4639	114.3	302.2	0.083	0.620
Lib4_8_bin.71	11532	114.6	201.2	0.112	0.620
Lib4_8_bin.71	3747	114.9	187.6	0.12	0.612
Lib4_8_bin.71	6151	114.7	189.3	0.12	0.599
Lib4_8_bin.71	4078	114.8	178.1	0.192	0.622
Lib4_8_bin.71	26973	115.3	199.5	0.1	0.601
Lib4_8_bin.71	3946	116.4	312.3	0.061	0.620
Lib4_8_bin.71	3772	115.3	321.4	0.078	0.648
Lib4_8_bin.71	10372	115.2	202.6	0.181	0.629
Lib4_8_bin.71	5598	114.5	195.1	0.177	0.619
Lib4_8_bin.71	6431	116.3	275.1	0.062	0.623
Lib4_8_bin.71	6071	114.3	232	0.112	0.621
Lib4_8_bin.71	3802	113.5	184.4	0.121	0.608
Lib4_8_bin.71	2837	115.8	334.9	0.062	0.632
Lib4_8_bin.71	6621	115.1	217.8	0.094	0.612
Lib4_8_bin.71	7215	116.6	258.4	0.075	0.635
Lib4_8_bin.71	2975	112.6	285.1	0.035	0.598
Lib4_8_bin.71	6500	115.4	252.6	0.08	0.624
Lib4_8_bin.71	4517	117.4	273.7	0.049	0.637
Lib4_8_bin.71	4677	111.6	189.3	0.101	0.566
Lib4_8_bin.71	14099	117.3	288	0.114	0.640
Lib4_8_bin.71	3011	113	259.9	0.071	0.688
Lib4_8_bin.71	6761	115.7	198.8	0.194	0.635
Lib4_8_bin.71	4025	112.6	213.4	0.082	0.610
Lib4_8_bin.71	2839	113.8	263.3	0.068	0.646
Lib4_8_bin.71	4352	115.3	227.7	0.175	0.650
Lib4_8_bin.71	3500	116.3	216.2	0.135	0.645
Lib4_8_bin.71	19581	115.1	184.1	0.21	0.596
Lib4_8_bin.71	20645	115.2	220.8	0.109	0.620
Lib4_8_bin.71	7076	113.4	271.5	0.069	0.599
Lib4_8_bin.71	2549	112.2	359.9	0.042	0.619
Lib4_8_bin.71	4355	116.8	271	0.058	0.634
Lib4_8_bin.71	2574	115.4	340	0.041	0.654
Lib4_8_bin.71	10743	116.7	118.6	0.115	0.571
Lib4_8_bin.71	3846	114	155.6	0.085	0.558
Lib4_8_bin.71	23562	114.2	142.7	0.146	0.561
Lib4_8_bin.71	11094	115.6	208.6	0.138	0.614
Lib4_8_bin.71	5817	117.6	236.4	0.051	0.588
Lib4_8_bin.71	6670	117.4	284.9	0.085	0.632
Lib4_8_bin.71	9455	115	262.7	0.101	0.646
Lib4_8_bin.71	3633	118.6	138.7	0.201	0.611
Lib4_8_bin.71	7203	115.1	271.9	0.086	0.632
Lib4_8_bin.71	2874	112.8	226.8	0.071	0.646
Lib4_8_bin.71	12813	115.1	180.6	0.225	0.583
